bairro;ano;n_mvi;bairro_id;periodo;pct_area_dominacao_ada;pct_area_dominacao_cv;pct_area_dominacao_milicia;pct_area_dominacao_tcp;ips_2022_agua_saneamento;ips_2022_pessoas_vivendo_em_favelas_nao_urbanizadas;censo_2010_populacao_total;censo_2010_rendimento_domiciliar_medio_brl;fc_total_tiroteios;fc_acao_policial
Vigário Geral;2020;9;7;2;0,0;9,57907;0,005505;4,390241;88,27565833556324;0,2709;41820;1420,75;17;5
Vigário Geral;2021;7;7;3;0,0;9,57907;0,005505;4,390241;88,27565833556324;0,2709;41820;1420,75;16;7
Vigário Geral;2022;6;7;4;0,0;9,57907;0,0;4,390241;88,27565833556324;0,2709;41820;1420,75;23;11
Vigário Geral;2023;7;7;5;0,0;9,57907;0,0;4,390241;88,27565833556324;0,2709;41820;1420,75;17;7
Vigário Geral;2024;3;7;6;0,0;9,57907;0,005505;4,390241;88,27565833556324;0,2709;41820;1420,75;8;6
Cocotá;2019;0;8;1;0,0;0,0;51,359054;0,02409;94,78898520331434;0,0734;4877;3698,42;4;0
Cocotá;2020;3;8;2;0,0;0,0;51,359054;0,02409;94,78898520331434;0,0734;4877;3698,42;0;0
Cocotá;2021;0;8;3;0,0;0,0;51,359054;0,02409;94,78898520331434;0,0734;4877;3698,42;3;0
Cocotá;2022;1;8;4;0,0;0,0;51,383145000000006;0,0;94,78898520331434;0,0734;4877;3698,42;0;0
Cocotá;2023;0;8;5;0,0;0,0;0,02409;0,0;94,78898520331434;0,0734;4877;3698,42;1;1
Cocotá;2024;2;8;6;0,0;0,0;0,0;0,02409;94,78898520331434;0,0734;4877;3698,42;0;0
Jardim América;2019;9;9;1;0,0;10,503352;0,0;0,0;97,43735647566734;0,0369;25226;1996,71;12;2
Jardim América;2020;6;9;2;0,0;10,503352;0,0;0,0;97,43735647566734;0,0369;25226;1996,71;10;1
Jardim América;2021;8;9;3;0,0;10,503352;0,0;0,0;97,43735647566734;0,0369;25226;1996,71;13;6
Jardim América;2022;7;9;4;0,0;10,503352;0,0;0,0;97,43735647566734;0,0369;25226;1996,71;8;2
Jardim América;2023;1;9;5;0,0;10,503352;0,0;0,0;97,43735647566734;0,0369;25226;1996,71;7;6
Jardim América;2024;0;9;6;0,0;10,503352;0,0;0,0;97,43735647566734;0,0369;25226;1996,71;3;1
Jardim Carioca;2019;8;10;1;0,0;0,0;1,40735;7,831858;93,385967278292;0,0033;24848;2679,69;14;8
Jardim Carioca;2020;1;10;2;0,0;0,0;1,40735;7,831858;93,385967278292;0,0033;24848;2679,69;13;6
Jardim Carioca;2021;1;10;3;0,0;0,0;1,40735;7,831858;93,385967278292;0,0033;24848;2679,69;10;1
Jardim Carioca;2022;0;10;4;0,0;0,0;1,414739;7,824469;93,385967278292;0,0033;24848;2679,69;13;3
Jardim Carioca;2023;0;10;5;0,0;0,0;0,007389;7,824469;93,385967278292;0,0033;24848;2679,69;6;2
Jardim Carioca;2024;1;10;6;0,0;0,0;0,0;16,361587;93,385967278292;0,0033;24848;2679,69;2;0
Pavuna;2019;55;11;1;1,973092;19,155305;17,097983;9,846172;94,48409007622196;0,213;97350;1698,29;74;18
Pavuna;2020;31;11;2;1,203149;19,155305;17,097983;10,615944;94,48409007622196;0,213;97350;1698,29;37;11
Pavuna;2021;37;11;3;0,923608;19,202078;14,455246;10,848711;94,48409007622196;0,213;97350;1698,29;36;14
Pavuna;2022;24;11;4;0,899135;19,202078;17,097983;10,873356;94,48409007622196;0,213;97350;1698,29;30;9
Pavuna;2023;29;11;5;0,899135;17,375916;13,070656;10,873356;94,48409007622196;0,213;97350;1698,29;17;7
Pavuna;2024;25;11;6;0,899135;19,202078;9,989285;10,873356;94,48409007622196;0,213;97350;1698,29;14;6
Cordovil;2019;15;12;1;0,0;8,777836000000002;6,840960000000001;12,145582;96,4655975065232;0,1744;45202;1689,59;33;6
Cordovil;2020;15;12;2;0,0;8,520752;24,845859999999995;17,158297;96,4655975065232;0,1744;45202;1689,59;55;8
Cordovil;2021;6;12;3;0,0;5,80361;24,845859999999995;19,875439;96,4655975065232;0,1744;45202;1689,59;38;6
Cordovil;2022;11;12;4;0,0;0,66827;7,33333;25,213812;96,4655975065232;0,1744;45202;1689,59;55;10
Cordovil;2023;7;12;5;0,0;3,825559;0,0;25,282796;96,4655975065232;0,1744;45202;1689,59;19;10
Cordovil;2024;15;12;6;0,0;5,223915999999999;14,967128;25,226642;96,4655975065232;0,1744;45202;1689,59;35;19
Jardim Guanabara;2019;7;13;1;0,0;0,0;0,0;0,4148740000000001;99,1307286773496;0,0197;32213;6575,54;0;0
Jardim Guanabara;2020;2;13;2;0,0;0,0;0,0;0,4148740000000001;99,1307286773496;0,0197;32213;6575,54;0;0
Jardim Guanabara;2021;1;13;3;0,0;0,0;0,0;0,4148740000000001;99,1307286773496;0,0197;32213;6575,54;1;0
Jardim Guanabara;2022;1;13;4;0,0;0,0;0,0;0,4148740000000001;99,1307286773496;0,0197;32213;6575,54;1;0
Jardim Guanabara;2023;2;13;5;0,0;0,0;0,0;0,4148740000000001;99,1307286773496;0,0197;32213;6575,54;0;0
Jardim Guanabara;2024;6;13;6;0,0;0,0;0,0;0,4148740000000001;99,1307286773496;0,0197;32213;6575,54;2;1
Parada de Lucas;2019;11;14;1;0,0;0,003018;0,893862;29,024909;97,669686907697;0,0026;23923;1411,97;14;5
Parada de Lucas;2020;8;14;2;0,0;0,003018;13,166638;32,156384;97,669686907697;0,0026;23923;1411,97;11;4
Parada de Lucas;2021;8;14;3;0,0;0,003018;13,166638;32,156384;97,669686907697;0,0026;23923;1411,97;9;3
Parada de Lucas;2022;4;14;4;0,0;0,0;0,881609;32,159400999999995;97,669686907697;0,0026;23923;1411,97;12;3
Parada de Lucas;2023;5;14;5;0,0;0,0;0,881609;32,159400999999995;97,669686907697;0,0026;23923;1411,97;4;3
Parada de Lucas;2024;3;14;6;0,0;0,0;13,166638;32,159400999999995;97,669686907697;0,0026;23923;1411,97;7;4
Parque Colúmbia;2019;0;15;1;1,350443;0,0;0,003745;7,396434;91,99273071607072;0,0;9202;1663,36;3;1
Parque Colúmbia;2020;2;15;2;1,350443;0,0;0,003745;7,396434;91,99273071607072;0,0;9202;1663,36;1;0
Parque Colúmbia;2021;0;15;3;1,350443;0,0;0,003745;7,396434;91,99273071607072;0,0;9202;1663,36;0;0
Parque Colúmbia;2022;2;15;4;1,350443;0,0;0,003745;7,396434;91,99273071607072;0,0;9202;1663,36;1;0
Parque Colúmbia;2023;0;15;5;1,350443;0,0;0,003745;7,396434;91,99273071607072;0,0;9202;1663,36;1;0
Parque Colúmbia;2024;0;15;6;1,350443;0,0;0,003745;7,396434;91,99273071607072;0,0;9202;1663,36;1;1
Praia da Bandeira;2019;0;16;1;0,0;0,0;57,563909;0,0;99,54647861725512;0,0;5948;3574,74;0;0
Praia da Bandeira;2020;0;16;2;0,0;0,0;57,563909;0,0;99,54647861725512;0,0;5948;3574,74;0;0
Praia da Bandeira;2021;0;16;3;0,0;0,0;57,563909;0,0;99,54647861725512;0,0;5948;3574,74;0;0
Praia da Bandeira;2022;0;16;4;0,0;0,0;57,563909;0,0;99,54647861725512;0,0;5948;3574,74;1;0
Praia da Bandeira;2023;0;16;5;0,0;0,0;14,867831;0,0;99,54647861725512;0,0;5948;3574,74;0;0
Praia da Bandeira;2024;0;16;6;0,0;0,0;14,867831;0,0;99,54647861725512;0,0;5948;3574,74;1;0
Penha Circular;2019;18;17;1;0,0;14,891686;1,877668;0,093087;98,55275179834382;0,0032;47816;2412,71;73;10
Penha Circular;2020;11;17;2;0,0;14,159399;3,555103;0,21779;98,55275179834382;0,0032;47816;2412,71;33;6
Penha Circular;2021;10;17;3;0,0;15,049544;3,555103;0,21779;98,55275179834382;0,0032;47816;2412,71;22;11
Penha Circular;2022;29;17;4;0,0;15,900563999999997;3,492252;0,21779;98,55275179834382;0,0032;47816;2412,71;23;6
Penha Circular;2023;16;17;5;0,0;17,894461;3,530908;0,21779;98,55275179834382;0,0032;47816;2412,71;12;9
Penha Circular;2024;12;17;6;0,0;17,897164;3,431032;0,317666;98,55275179834382;0,0032;47816;2412,71;9;2
Cacuia;2019;1;18;1;0,0;0,0;3,9560270000000006;0,0;91,71867774121968;0,258;11013;2453,73;1;0
Cacuia;2020;1;18;2;0,0;0,0;3,9560270000000006;0,0;91,71867774121968;0,258;11013;2453,73;2;0
Cacuia;2021;0;18;3;0,0;0,0;3,9560270000000006;0,0;91,71867774121968;0,258;11013;2453,73;1;0
Cacuia;2022;2;18;4;0,0;0,0;3,9560270000000006;0,0;91,71867774121968;0,258;11013;2453,73;0;0
Cacuia;2023;1;18;5;0,0;0,0;3,953221;0,0;91,71867774121968;0,258;11013;2453,73;0;0
Cacuia;2024;1;18;6;0,0;0,0;3,953221;0,0;91,71867774121968;0,258;11013;2453,73;0;0
Irajá;2019;18;19;1;0,0;1,978233;9,291222;0,289673;97,95801924597951;0,0585;96382;2680,85;24;3
Irajá;2020;9;19;2;0,0;1,978233;8,243617;0,289673;97,95801924597951;0,0585;96382;2680,85;16;1
Irajá;2021;23;19;3;0,0;1,978233;9,611842;0,289673;97,95801924597951;0,0585;96382;2680,85;19;3
Irajá;2022;19;19;4;0,0;1,978233;11,051624;0,289673;97,95801924597951;0,0585;96382;2680,85;20;5
Irajá;2023;28;19;5;0,0;1,978233;7,602351;0,289673;97,95801924597951;0,0585;96382;2680,85;19;6
Irajá;2024;9;19;6;0,0;1,978233;7,604199;0,289673;97,95801924597951;0,0585;96382;2680,85;12;3
Anchieta;2019;26;20;1;0,0;38,555936;10,533285;3,391907;93,99705144426088;0,196;55652;1799,64;61;17
Anchieta;2020;36;20;2;0,0;39,505191;2,620597;3,391907;93,99705144426088;0,196;55652;1799,64;59;15
Anchieta;2021;19;20;3;0,0;39,270315;8,379591999999999;3,391907;93,99705144426088;0,196;55652;1799,64;56;17
Anchieta;2022;21;20;4;0,0;39,505191;6,181273;3,391907;93,99705144426088;0,196;55652;1799,64;33;5
Anchieta;2023;10;20;5;0,0;39,54979;0,517369;0,0;93,99705144426088;0,196;55652;1799,64;36;6
Anchieta;2024;9;20;6;0,0;42,978859;2,010273;0,0;93,99705144426088;0,196;55652;1799,64;13;7
Acari;2019;11;21;1;0,0;0,0;0,859834;42,15639899999999;91,86325152680423;0,029;27347;1071,9;34;14
Acari;2020;17;21;2;0,0;0,0;7,153046;42,15639899999999;91,86325152680423;0,029;27347;1071,9;39;30
Acari;2021;4;21;3;0,0;0,0;0,9037779999999999;48,405666000000004;91,86325152680423;0,029;27347;1071,9;11;2
Acari;2022;3;21;4;0,0;0,0;0,859834;48,405666000000004;91,86325152680423;0,029;27347;1071,9;8;3
Acari;2023;1;21;5;0,0;0,0;7,109101;42,15639899999999;91,86325152680423;0,029;27347;1071,9;4;1
Acari;2024;2;21;6;0,0;0,0;0,859834;48,405666000000004;91,86325152680423;0,029;27347;1071,9;6;5
Pitangueiras;2019;3;22;1;0,0;0,0;19,432851;0,0;96,97635044371562;0,6062;11756;2203,75;2;1
Pitangueiras;2020;1;22;2;0,0;0,0;19,432851;0,0;96,97635044371562;0,6062;11756;2203,75;4;0
Pitangueiras;2021;0;22;3;0,0;0,0;19,432851;0,0;96,97635044371562;0,6062;11756;2203,75;4;0
Pitangueiras;2022;4;22;4;0,0;0,0;19,432851;0,0;96,97635044371562;0,6062;11756;2203,75;2;0
Pitangueiras;2023;0;22;5;0,0;0,0;19,432851;0,0;96,97635044371562;0,6062;11756;2203,75;1;0
Pitangueiras;2024;0;22;6;0,0;0,0;19,432851;0,0;96,97635044371562;0,6062;11756;2203,75;1;1
Costa Barros;2019;35;23;1;27,743502;29,602429;0,0;0,050542;94,38404853818244;0,3189;28442;1147,85;97;30
Costa Barros;2020;33;23;2;25,436121;29,602429;0,0;0,050542;94,38404853818244;0,3189;28442;1147,85;54;21
Costa Barros;2021;18;23;3;21,773449;32,724577;0,00072;0,591068;94,38404853818244;0,3189;28442;1147,85;66;23
Costa Barros;2022;22;23;4;6,323088;32,724577;2,8521;18,348809;94,38404853818244;0,3189;28442;1147,85;35;19
Costa Barros;2023;25;23;5;6,323088;32,724577;0,00072;18,348809;94,38404853818244;0,3189;28442;1147,85;40;17
Costa Barros;2024;30;23;6;6,323088;32,724577;2,8521;18,348809;94,38404853818244;0,3189;28442;1147,85;51;17
Brás de Pina;2019;10;24;1;0,0;5,519321;40,911125;20,588258;97,94479087934889;0,2107;59222;2262,74;36;6
Brás de Pina;2020;24;24;2;0,0;5,519321;51,515961;22,145821;97,94479087934889;0,2107;59222;2262,74;30;3
Brás de Pina;2021;17;24;3;0,0;5,519321;50,566766;22,145821;97,94479087934889;0,2107;59222;2262,74;44;8
Brás de Pina;2022;25;24;4;0,0;6,384555;44,906961;23,446025000000002;97,94479087934889;0,2107;59222;2262,74;62;22
Brás de Pina;2023;11;24;5;0,0;5,197894;18,872245;32,987215;97,94479087934889;0,2107;59222;2262,74;50;14
Brás de Pina;2024;19;24;6;0,0;38,182555;10,027296;32,898662;97,94479087934889;0,2107;59222;2262,74;79;18
Penha;2019;37;25;1;0,0;20,575438;0,917077;0,0;90,44637442078512;0,0151;78678;2132,23;79;34
Penha;2020;26;25;2;0,0;20,575894;0,322367;0,0;90,44637442078512;0,0151;78678;2132,23;54;11
Penha;2021;22;25;3;0,0;20,569237;0,322367;0,0;90,44637442078512;0,0151;78678;2132,23;45;16
Penha;2022;54;25;4;0,0;20,569237;0,322367;0,0;90,44637442078512;0,0151;78678;2132,23;35;17
Penha;2023;32;25;5;0,0;20,568975;0,304751;0,0;90,44637442078512;0,0151;78678;2132,23;36;25
Penha;2024;34;25;6;0,0;20,015147;0,304751;0,0;90,44637442078512;0,0151;78678;2132,23;37;22
Zumbi;2019;0;26;1;0,0;0,0;0,0;0,0;98,84789178257395;0,0;2016;4561,07;0;0
Zumbi;2020;1;26;2;0,0;0,0;0,0;0,0;98,84789178257395;0,0;2016;4561,07;0;0
Zumbi;2021;1;26;3;0,0;0,0;0,0;0,0;98,84789178257395;0,0;2016;4561,07;0;0
Zumbi;2022;0;26;4;0,0;0,0;0,0;0,0;98,84789178257395;0,0;2016;4561,07;0;0
Zumbi;2023;1;26;5;0,0;0,0;0,0;0,0;98,84789178257395;0,0;2016;4561,07;0;0
Zumbi;2024;0;26;6;0,0;0,0;0,0;0,0;98,84789178257395;0,0;2016;4561,07;0;0
Ribeira;2019;0;27;1;0,0;0,0;0,0;0,0;92,5838979384342;0,0;3528;4591,59;0;0
Ribeira;2020;0;27;2;0,0;0,0;0,0;0,0;92,5838979384342;0,0;3528;4591,59;0;0
Ribeira;2021;0;27;3;0,0;0,0;0,0;0,0;92,5838979384342;0,0;3528;4591,59;0;0
Ribeira;2022;0;27;4;0,0;0,0;0,0;0,0;92,5838979384342;0,0;3528;4591,59;1;0
Ribeira;2023;0;27;5;0,0;0,0;0,0;0,0;92,5838979384342;0,0;3528;4591,59;0;0
Ribeira;2024;0;27;6;0,0;0,0;0,0;0,0;92,5838979384342;0,0;3528;4591,59;0;0
Coelho Neto;2019;13;28;1;6,592016;3,5135410000000005;0,0;0,23778800000000003;95,50546576583884;0,0291;32423;1714,36;20;7
Coelho Neto;2020;6;28;2;0,164123;3,5135410000000005;6,978602;6,665681;95,50546576583884;0,0291;32423;1714,36;8;3
Coelho Neto;2021;13;28;3;0,0;3,677664;6,750593;6,89369;95,50546576583884;0,0291;32423;1714,36;10;2
Coelho Neto;2022;17;28;4;0,0;3,677664;0,0;6,89369;95,50546576583884;0,0291;32423;1714,36;19;12
Coelho Neto;2023;9;28;5;0,0;3,677664;4,969205;6,665681;95,50546576583884;0,0291;32423;1714,36;10;3
Coelho Neto;2024;12;28;6;0,0;3,677664;0,0;6,89369;95,50546576583884;0,0291;32423;1714,36;14;7
Guadalupe;2019;25;29;1;0,0;14,887992;17,348147;0,040921000000000006;95,3054855747894;0,2573;47144;1965,56;76;14
Guadalupe;2020;17;29;2;0,0;14,83308;15,760948;0,095834;95,3054855747894;0,2573;47144;1965,56;32;11
Guadalupe;2021;30;29;3;0,0;14,83308;27,081969;1,517392;95,3054855747894;0,2573;47144;1965,56;40;11
Guadalupe;2022;13;29;4;0,0;14,299805;27,565442;2,050666;95,3054855747894;0,2573;47144;1965,56;33;14
Guadalupe;2023;14;29;5;0,0;16,456188;27,378704;2,050666;95,3054855747894;0,2573;47144;1965,56;29;9
Guadalupe;2024;14;29;6;0,0;16,849086;25,855473;2,050666;95,3054855747894;0,2573;47144;1965,56;21;9
Parque Anchieta;2019;1;30;1;0,0;0,878444;2,743301;0,001286;97,49304531175471;0,0335;26212;2181,37;4;0
Parque Anchieta;2020;7;30;2;0,0;0,878444;7,93495;0,001286;97,49304531175471;0,0335;26212;2181,37;6;0
Parque Anchieta;2021;4;30;3;0,0;0,878444;5,19165;0,001286;97,49304531175471;0,0335;26212;2181,37;2;0
Parque Anchieta;2022;2;30;4;0,0;0,878444;5,199096;0,001286;97,49304531175471;0,0335;26212;2181,37;1;0
Parque Anchieta;2023;0;30;5;0,0;5,770726;0,0;0,0;97,49304531175471;0,0335;26212;2181,37;2;0
Parque Anchieta;2024;0;30;6;0,0;5,770726;2,641648;0,0;97,49304531175471;0,0335;26212;2181,37;0;0
Barros Filho;2019;20;31;1;40,735873;4,575207;0,0;0,0;91,98180830800582;1,0;14049;1115,5;19;8
Barros Filho;2020;10;31;2;40,735873;4,575207;0,0;0,0;91,98180830800582;1,0;14049;1115,5;9;4
Barros Filho;2021;11;31;3;6,305026;22,29542;0,080199;16,710634;91,98180830800582;1,0;14049;1115,5;11;2
Barros Filho;2022;12;31;4;0,315293;22,29542;0,37656800000000007;16,710634;91,98180830800582;1,0;14049;1115,5;7;5
Barros Filho;2023;7;31;5;0,315293;22,29542;0,197848;16,710634;91,98180830800582;1,0;14049;1115,5;17;4
Barros Filho;2024;12;31;6;0,315293;22,29542;0,37656800000000007;16,710634;91,98180830800582;1,0;14049;1115,5;12;2
Vista Alegre;2019;2;32;1;0,0;0,346954;0,004245;0,0;99,4605073582275;0,0;8622;3132,26;6;0
Vista Alegre;2020;0;32;2;0,0;0,346954;0,0;0,0;99,4605073582275;0,0;8622;3132,26;1;0
Vista Alegre;2021;1;32;3;0,0;0,346954;0,0;0,0;99,4605073582275;0,0;8622;3132,26;5;0
Vista Alegre;2022;1;32;4;0,0;0,346954;0,004245;0,0;99,4605073582275;0,0;8622;3132,26;2;0
Vista Alegre;2023;0;32;5;0,0;0,346954;0,0;0,0;99,4605073582275;0,0;8622;3132,26;1;0
Vista Alegre;2024;0;32;6;0,0;0,346954;0,0;0,0;99,4605073582275;0,0;8622;3132,26;2;0
Ricardo de Albuquerque;2019;11;33;1;0,0;16,073935;8,127817;0,0;96,01143444860682;0,0395;29310;1696,72;17;2
Ricardo de Albuquerque;2020;17;33;2;0,0;16,073935;2,0153;0,0;96,01143444860682;0,0395;29310;1696,72;16;8
Ricardo de Albuquerque;2021;13;33;3;0,0;16,073935;3,498506;0,0;96,01143444860682;0,0395;29310;1696,72;6;3
Ricardo de Albuquerque;2022;6;33;4;0,0;16,073935;0,0;0,0;96,01143444860682;0,0395;29310;1696,72;4;1
Ricardo de Albuquerque;2023;4;33;5;0,0;30,44;0,000493;0,0;96,01143444860682;0,0395;29310;1696,72;7;2
Ricardo de Albuquerque;2024;4;33;6;0,0;30,44;0,0;0,0;96,01143444860682;0,0395;29310;1696,72;2;2
Colégio;2019;7;34;1;0,0;2,073185;0,0;20,722096;97,58277960800574;0,012;29245;1692,37;16;6
Colégio;2020;5;34;2;0,0;2,073185;0,005682;20,722096;97,58277960800574;0,012;29245;1692,37;21;6
Colégio;2021;6;34;3;0,0;2,073185;0,005682;20,722096;97,58277960800574;0,012;29245;1692,37;6;1
Colégio;2022;12;34;4;0,0;2,073185;0,0;20,722096;97,58277960800574;0,012;29245;1692,37;11;1
Colégio;2023;7;34;5;0,0;2,073185;0,005682;20,722096;97,58277960800574;0,012;29245;1692,37;12;5
Colégio;2024;18;34;6;0,0;2,073185;0,0;20,722096;97,58277960800574;0,012;29245;1692,37;7;5
Honório Gurgel;2019;13;35;1;0,19844;11,480374;3,993394;0,0;95,94041483341776;0,1854;21989;1815,78;19;7
Honório Gurgel;2020;5;35;2;0,19844;11,480374;17,717637;0,0;95,94041483341776;0,1854;21989;1815,78;1;1
Honório Gurgel;2021;5;35;3;0,0;11,480374;17,717637;0,19844;95,94041483341776;0,1854;21989;1815,78;10;0
Honório Gurgel;2022;4;35;4;0,0;11,480374;17,714248;0,19844;95,94041483341776;0,1854;21989;1815,78;6;1
Honório Gurgel;2023;1;35;5;0,0;11,480374;17,717637;0,19844;95,94041483341776;0,1854;21989;1815,78;2;1
Honório Gurgel;2024;3;35;6;0,0;11,480374;3,319702;0,19844;95,94041483341776;0,1854;21989;1815,78;3;0
Olaria;2019;7;36;1;0,0;20,226012;6,696107;0,0;98,40370203177191;0,301;57514;2550,34;65;13
Olaria;2020;8;36;2;0,0;20,226012;6,696107;0,0;98,40370203177191;0,301;57514;2550,34;27;6
Olaria;2021;5;36;3;0,0;20,226012;6,696107;0,0;98,40370203177191;0,301;57514;2550,34;25;10
Olaria;2022;1;36;4;0,0;20,226012;3,092634;0,0;98,40370203177191;0,301;57514;2550,34;12;3
Olaria;2023;3;36;5;0,0;17,305785;0,170873;0,0;98,40370203177191;0,301;57514;2550,34;8;3
Olaria;2024;1;36;6;0,0;17,731004;0,170873;0,0;98,40370203177191;0,301;57514;2550,34;4;3
Vila da Penha;2019;1;37;1;0,0;0,000132;2,268852;0,0;99,3407577906241;0,0;25465;3876,96;8;0
Vila da Penha;2020;1;37;2;0,0;0,000132;4,736562;0,0;99,3407577906241;0,0;25465;3876,96;7;0
Vila da Penha;2021;3;37;3;0,0;0,000132;2,268852;0,0;99,3407577906241;0,0;25465;3876,96;8;1
Vila da Penha;2022;1;37;4;0,0;0,000506;5,22661;0,0;99,3407577906241;0,0;25465;3876,96;9;4
Vila da Penha;2023;3;37;5;0,0;2,269358;0,0;0,0;99,3407577906241;0,0;25465;3876,96;4;1
Vila da Penha;2024;9;37;6;0,0;2,269358;0,0;0,0;99,3407577906241;0,0;25465;3876,96;11;3
Maré;2019;24;38;1;0,0;22,306542;18,107811;29,127954;93,10007816995042;0,1014;129770;1228,56;112;48
Maré;2020;13;38;2;0,0;22,306542;26,321495;29,127954;93,10007816995042;0,1014;129770;1228,56;65;23
Maré;2021;11;38;3;0,0;22,306542;24,438545;29,127954;93,10007816995042;0,1014;129770;1228,56;52;18
Maré;2022;24;38;4;0,0;21,089575;26,301025;30,34492;93,10007816995042;0,1014;129770;1228,56;67;26
Maré;2023;9;38;5;0,0;21,089575;20,007883;30,34492;93,10007816995042;0,1014;129770;1228,56;49;38
Maré;2024;12;38;6;0,0;21,089575;21,890833;30,34492;93,10007816995042;0,1014;129770;1228,56;69;48
Vila Militar;2019;2;39;1;0,0;0,0;3,747227;0,0;87,63973191760202;0,0467;13184;2805,79;1;1
Vila Militar;2020;1;39;2;0,0;0,0;3,747227;0,0;87,63973191760202;0,0467;13184;2805,79;2;1
